[1372, 849]
[section-title, [340.0, 68.0, 173.0, 30.0], shoonya_2s890Z97L1NZ52, 5709816]
[paragraph, [62.0, 525.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 543.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 561.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 579.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 597.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 615.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 633.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 651.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 669.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 687.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 705.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 723.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 741.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 759.0, 730.0, 18.0], shoonya_0sS8E7MP1V3GN0, 5709816]
[paragraph, [62.0, 794.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 812.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 830.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 848.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 866.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 884.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 902.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 920.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 938.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 956.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 974.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 992.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1010.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1028.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1046.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1064.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1082.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1100.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1118.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1136.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1154.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1172.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1190.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1208.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [62.0, 1226.0, 730.0, 18.0], shoonya_3sMZJ70XJ3Y1D7, 5709816]
[paragraph, [127.0, 1254.0, 650.0, 18.0], zxqOYrZwJR, 5709816]
[paragraph, [127.0, 1272.0, 650.0, 18.0], zxqOYrZwJR, 5709816]
