[3968, 2806]
[paragraph, [183.0, 253.0, 1141.0, 52.5], shoonya_0s8D0XV2RMDU90, 5683506]
[paragraph, [177.0, 2841.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2893.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2946.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 2998.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 3051.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 3103.5, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[paragraph, [177.0, 3156.0, 1144.0, 52.5], shoonya_4s8TUTRD6TN2XU, 5683506]
[figure-caption, [1483.0, 2887.0, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 2939.5, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 2992.0, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 3044.5, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 3097.0, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 3149.5, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[figure-caption, [1483.0, 3202.0, 1083.0, 52.5], 8I1C0c2U6A, 5683506]
[folio, [277.0, 3810.0, 775.0, 52.5], o6O7RZnJwA, 5683506]
