[1518, 1075]
[paragraph, [113.0, 174.0, 428.0, 36.0], shoonya_0s9YXKK84F3EE8, 5722812]
[paragraph, [113.0, 810.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 846.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 882.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 918.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 954.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 990.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1026.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1062.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1098.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1134.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1170.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1206.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1242.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [113.0, 1278.0, 432.0, 36.0], shoonya_2sWYPP8RR9J086, 5722812]
[paragraph, [558.0, 1222.0, 427.0, 36.0], shoonya_5sZ25O94UL8ZE5, 5722812]
[paragraph, [558.0, 1258.0, 427.0, 36.0], shoonya_5sZ25O94UL8ZE5, 5722812]
[folio, [252.0, 1332.0, 586.0, 36.0], 4hleheSjyZ, 5722812]
[folio, [194.0, 1385.0, 413.0, 36.0], zdjbqyKlv4, 5722812]
