[2094, 1567]
[folio, [25.0, 14.0, 198.0, 36.0], shoonya_10sJT4EJCN34BR, 5713057]
[paragraph, [86.0, 1129.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1165.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1201.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1237.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1273.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1309.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1345.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1381.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1417.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1453.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [86.0, 1489.0, 666.0, 36.0], shoonya_3sMC9CQNFRVHQA, 5713057]
[paragraph, [752.0, 1301.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1337.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1373.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1409.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1445.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1481.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1517.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1553.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1589.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1625.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [752.0, 1661.0, 732.0, 36.0], shoonya_9s360VBA10O6D4, 5713057]
[paragraph, [82.0, 1590.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1626.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1662.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1698.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1734.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1770.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1806.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1842.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1878.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1914.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [82.0, 1950.0, 676.0, 36.0], shoonya_5sGQ1ICX202WRF, 5713057]
[paragraph, [759.0, 1714.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1750.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1786.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1822.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1858.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1894.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1930.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 1966.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
[paragraph, [759.0, 2002.0, 733.0, 36.0], 8E3RVgx6nd, 5713057]
