[1437, 878]
[folio, [341.0, 70.0, 261.0, 18.0], ofCwcSgDxs, 5770307]
[paragraph, [73.0, 897.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 915.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 933.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [73.0, 951.0, 374.0, 18.0], aMMd6bv7qI, 5770307]
[paragraph, [153.0, 1191.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1209.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1227.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1245.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1263.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1281.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1299.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1317.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
[paragraph, [153.0, 1335.0, 588.0, 18.0], shoonya_0sO8GV4ZUC166Z, 5770307]
