[1818, 1374]
[folio, [489.0, 157.0, 414.0, 36.0], shoonya_1sX41N5ODSUPKS, 5682782]
[paragraph, [700.0, 1411.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1447.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1483.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1519.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1555.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1591.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1627.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [700.0, 1663.0, 570.0, 36.0], 9sF2qMxuOO, 5682782]
[paragraph, [115.0, 224.0, 566.0, 36.0], 7xNz3J1G1-, 5682782]
[paragraph, [115.0, 260.0, 566.0, 36.0], 7xNz3J1G1-, 5682782]
[paragraph, [115.0, 296.0, 566.0, 36.0], 7xNz3J1G1-, 5682782]
[paragraph, [113.0, 353.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [113.0, 389.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [113.0, 425.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [113.0, 461.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [113.0, 497.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [113.0, 533.0, 566.0, 36.0], lweWzXj6Aq, 5682782]
[paragraph, [120.0, 720.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 756.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 792.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 828.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 864.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 900.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 936.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 972.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1008.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1044.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1080.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1116.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1152.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1188.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1224.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1260.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1296.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1332.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1368.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1404.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1440.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1476.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1512.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1548.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1584.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1620.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
[paragraph, [120.0, 1656.0, 564.0, 36.0], UfuQDlA5zP, 5682782]
