[1518, 1004]
[paragraph, [51.0, 85.0, 294.0, 36.0], shoonya_10sV7OKTDZSZWQ, 6471860]
[paragraph, [355.0, 1095.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [355.0, 1131.0, 296.0, 36.0], shoonya_8sAJAJTNYXCBGF, 6471860]
[paragraph, [659.0, 922.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 958.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 994.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1030.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1066.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1102.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1138.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1174.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [659.0, 1210.0, 292.0, 36.0], shoonya_0sHTN6CLCP33EF, 6471860]
[paragraph, [52.0, 1050.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1086.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1122.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1158.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1194.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1230.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1266.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1302.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1338.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [52.0, 1374.0, 289.0, 36.0], shoonya_4sH9JL4Z6XXPGW, 6471860]
[paragraph, [353.0, 1182.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [353.0, 1218.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [353.0, 1254.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [353.0, 1290.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [353.0, 1326.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [353.0, 1362.0, 293.0, 36.0], shoonya_5sCDFU5ER381HK, 6471860]
[paragraph, [662.0, 1260.0, 291.0, 36.0], 7URaVphP9V, 6471860]
[paragraph, [662.0, 1296.0, 291.0, 36.0], 7URaVphP9V, 6471860]
[paragraph, [662.0, 1332.0, 291.0, 36.0], 7URaVphP9V, 6471860]
[paragraph, [662.0, 1368.0, 291.0, 36.0], 7URaVphP9V, 6471860]
[folio, [445.0, 1435.0, 84.0, 36.0], -pXGh4FHgq, 6471860]
