[2278, 1778]
[folio, [128.0, 51.0, 268.0, 36.0], shoonya_0sV2WHV7T93Y1H, 5755277]
[paragraph, [1224.0, 1105.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1141.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1177.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1213.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1249.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1285.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [1224.0, 1321.0, 353.0, 36.0], VdrAP8Pp24, 5755277]
[paragraph, [226.0, 1044.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1080.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1116.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1152.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1188.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1224.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [226.0, 1260.0, 295.0, 36.0], mIHPZw4jgu, 5755277]
[paragraph, [237.0, 1551.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1587.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1623.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1659.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1695.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1731.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1767.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1803.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1839.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [237.0, 1875.0, 337.0, 36.0], S2ZCqpTBrP, 5755277]
[paragraph, [1209.0, 1586.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1622.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1658.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1694.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1730.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1766.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1802.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1838.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[paragraph, [1209.0, 1874.0, 406.0, 36.0], GP3mTHUuCo, 5755277]
[footnote, [180.0, 2075.0, 1486.0, 36.0], L62JSUlI7e, 5755277]
[footnote, [180.0, 2111.0, 1486.0, 36.0], L62JSUlI7e, 5755277]
[footnote, [180.0, 2147.0, 1486.0, 36.0], L62JSUlI7e, 5755277]
