[1347, 847]
[paragraph, [28.0, 31.0, 791.0, 18.0], dJOLE1zt9P, 5660969]
[paragraph, [34.0, 845.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 863.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 881.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 899.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 917.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 935.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 953.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 971.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 989.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1007.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1025.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1043.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1061.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1079.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1097.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1115.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1133.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1151.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[paragraph, [34.0, 1169.0, 784.0, 18.0], ZLYsDHW_Z1, 5660969]
[folio, [45.0, 1215.0, 213.0, 18.0], ZmCEYY1VPW, 5660969]
[folio, [4.0, 1263.0, 833.0, 18.0], shoonya_0sN63E9IHGCIO8, 5660969]
[folio, [4.0, 1281.0, 833.0, 18.0], shoonya_0sN63E9IHGCIO8, 5660969]
[website-link, [484.0, 1299.0, 203.0, 18.0], QI4NILsvJ5, 5660969]
[website-link, [158.0, 1300.0, 223.0, 18.0], NqTNwkVecz, 5660969]
