[1818, 1374]
[folio, [477.0, 106.0, 413.0, 36.0], oiwqMUfXPv, 5683123]
[paragraph, [705.0, 1197.0, 556.0, 36.0], dR9VPoqFNs, 5683123]
[paragraph, [705.0, 1233.0, 556.0, 36.0], dR9VPoqFNs, 5683123]
[paragraph, [695.0, 1289.0, 566.0, 36.0], SYE1yxu1Uf, 5683123]
[paragraph, [695.0, 1325.0, 566.0, 36.0], SYE1yxu1Uf, 5683123]
[paragraph, [695.0, 1361.0, 566.0, 36.0], SYE1yxu1Uf, 5683123]
[paragraph, [695.0, 1397.0, 566.0, 36.0], SYE1yxu1Uf, 5683123]
[paragraph, [109.0, 1369.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1405.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1441.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1477.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1513.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1549.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1585.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1621.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [109.0, 1657.0, 564.0, 36.0], shoonya_1s37P28D60H37J, 5683123]
[paragraph, [699.0, 1459.0, 565.0, 36.0], cULNAckI-b, 5683123]
[paragraph, [699.0, 1495.0, 565.0, 36.0], cULNAckI-b, 5683123]
[paragraph, [699.0, 1531.0, 565.0, 36.0], cULNAckI-b, 5683123]
[paragraph, [694.0, 1585.0, 563.0, 36.0], shoonya_2s27CUE9E893WT, 5683123]
[paragraph, [694.0, 1621.0, 563.0, 36.0], shoonya_2s27CUE9E893WT, 5683123]
[paragraph, [694.0, 1657.0, 563.0, 36.0], shoonya_2s27CUE9E893WT, 5683123]
