[1806, 1262]
[folio, [157.0, 99.0, 513.0, 36.0], shoonya_5sXHAZDZMG7X6N, 5681319]
[unordered-list, [657.0, 724.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 760.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 796.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 832.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 868.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 904.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 940.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[unordered-list, [657.0, 976.0, 502.0, 36.0], 3TNgl-8zyB, 5681319]
[paragraph, [105.0, 769.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 805.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 841.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 877.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 913.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 949.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 985.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 1021.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 1057.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [105.0, 1093.0, 500.0, 36.0], shoonya_4sYQ12EMR962A3, 5681319]
[paragraph, [106.0, 1170.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1206.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1242.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1278.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1314.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1350.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1386.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1422.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1458.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1494.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1530.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1566.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1602.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [106.0, 1638.0, 504.0, 36.0], shoonya_2sZ2I3F67YSFOA, 5681319]
[paragraph, [656.0, 1414.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1450.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1486.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1522.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1558.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1594.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1630.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
[paragraph, [656.0, 1666.0, 504.0, 36.0], shoonya_0sG6R9EIRB159H, 5681319]
