[1625, 1211]
[paragraph, [800.0, 90.0, 341.0, 36.0], shoonya_1sR0Y58YQ6NHRX, 5742418]
[paragraph, [75.0, 1338.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1374.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1410.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [75.0, 1446.0, 341.0, 36.0], W_VuP33sb6, 5742418]
[paragraph, [432.0, 922.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 958.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 994.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1030.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1066.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1102.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1138.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1174.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1210.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1246.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1282.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1318.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1354.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1390.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[paragraph, [432.0, 1426.0, 355.0, 36.0], wrNwsQrSIe, 5742418]
[footnote, [718.0, 1572.0, 435.0, 36.0], 4Tdz85ZpDn, 5742418]
