[2339, 1656]
[paragraph, [831.0, 85.0, 706.0, 36.0], shoonya_10sDWRXTUVPUCP, 5749471]
[paragraph, [849.0, 1509.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [849.0, 1545.0, 704.0, 36.0], shoonya_0sI8G1C6X74FEM, 5749471]
[paragraph, [974.0, 1619.0, 451.0, 36.0], tHyNvZV7Cs, 5749471]
[paragraph, [974.0, 1655.0, 451.0, 36.0], tHyNvZV7Cs, 5749471]
[paragraph, [845.0, 1726.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1762.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1798.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1834.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1870.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1906.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1942.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [845.0, 1978.0, 709.0, 36.0], shoonya_5sLWFBVO43QWP9, 5749471]
[paragraph, [140.0, 1850.0, 665.0, 36.0], shoonya_7sKCKQX4ZWCD4V, 5749471]
[paragraph, [140.0, 1886.0, 665.0, 36.0], shoonya_7sKCKQX4ZWCD4V, 5749471]
[paragraph, [140.0, 1922.0, 665.0, 36.0], shoonya_7sKCKQX4ZWCD4V, 5749471]
[paragraph, [140.0, 1958.0, 665.0, 36.0], shoonya_7sKCKQX4ZWCD4V, 5749471]
[paragraph, [128.0, 2011.0, 694.0, 36.0], shoonya_4s4K3HR0K21QMW, 5749471]
[paragraph, [128.0, 2047.0, 694.0, 36.0], shoonya_4s4K3HR0K21QMW, 5749471]
[footnote, [861.0, 2061.0, 467.0, 36.0], BJJ6R6Gq3f, 5749471]
