[2067, 1567]
[folio, [187.0, 195.0, 301.0, 36.0], Wv9TAVLPev, 5735560]
[paragraph, [193.0, 1025.0, 578.0, 36.0], shoonya_0s9XDXLBBPVR8E, 5735560]
[paragraph, [791.0, 1005.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1041.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1077.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1113.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1149.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1185.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1221.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1257.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1293.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1329.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1365.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1401.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1437.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1473.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1509.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1545.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1581.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1617.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1653.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1689.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1725.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[paragraph, [791.0, 1761.0, 581.0, 36.0], shoonya_5s4JXEOFFWEKN3, 5735560]
[sidebar, [13.0, 1080.0, 146.0, 36.0], lPss8X2dgZ, 5735560]
[paragraph, [193.0, 1096.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1132.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1168.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1204.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1240.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1276.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [193.0, 1312.0, 579.0, 36.0], shoonya_2sX0FLT86GOAB7, 5735560]
[paragraph, [192.0, 1360.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1396.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1432.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1468.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1504.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1540.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1576.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1612.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1648.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1684.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1720.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[paragraph, [192.0, 1756.0, 580.0, 36.0], shoonya_4sJDCPZQ5S0B4F, 5735560]
[folio, [1130.0, 1824.0, 244.0, 36.0], 7S8nlIUpax, 5735560]
