[2200, 1700]
[paragraph, [81.0, 158.0, 728.0, 36.0], vhjpcOIwzm, 5752666]
[paragraph, [890.0, 1347.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1383.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1419.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1455.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1491.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1527.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1563.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1599.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1635.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1671.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1707.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1743.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1779.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1815.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1851.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1887.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1923.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1959.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [890.0, 1995.0, 715.0, 36.0], shoonya_0s36RRKSWEW7YC, 5752666]
[paragraph, [89.0, 1553.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1589.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1625.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1661.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1697.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1733.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1769.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1805.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1841.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1877.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
[paragraph, [89.0, 1913.0, 734.0, 36.0], shoonya_2sZO6HB73ENXCQ, 5752666]
