[2067, 1567]
[folio, [189.0, 195.0, 142.0, 36.0], 3RiS2TAgfs, 5736147]
[paragraph, [793.0, 1017.0, 577.0, 36.0], shoonya_4s0LHYVDM42IO5, 5736147]
[paragraph, [793.0, 1053.0, 577.0, 36.0], shoonya_4s0LHYVDM42IO5, 5736147]
[paragraph, [793.0, 1089.0, 577.0, 36.0], shoonya_4s0LHYVDM42IO5, 5736147]
[paragraph, [793.0, 1125.0, 577.0, 36.0], shoonya_4s0LHYVDM42IO5, 5736147]
[paragraph, [193.0, 875.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 911.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 947.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 983.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 1019.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 1055.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 1091.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[paragraph, [193.0, 1127.0, 577.0, 36.0], shoonya_1s8ZXBWC6YDB5K, 5736147]
[sidebar, [1408.0, 1019.0, 144.0, 36.0], dS2-jBBIMM, 5736147]
[paragraph, [191.0, 1183.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1219.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1255.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1291.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1327.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1363.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1399.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1435.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1471.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1507.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1543.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1579.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1615.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1651.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1687.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1723.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [191.0, 1759.0, 582.0, 36.0], shoonya_0sLB11PT5SAXKX, 5736147]
[paragraph, [792.0, 1183.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1219.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1255.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1291.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1327.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1363.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1399.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1435.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1471.0, 579.0, 36.0], shoonya_3sO0J51XWWPHBT, 5736147]
[paragraph, [792.0, 1537.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1573.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1609.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1645.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1681.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1717.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[paragraph, [792.0, 1753.0, 580.0, 36.0], shoonya_6sKCGHYZ9JQHB4, 5736147]
[folio, [189.0, 1818.0, 234.0, 36.0], 8u2WRqA0Tf, 5736147]
