[1625, 1211]
[paragraph, [428.0, 71.0, 339.0, 36.0], R2ECIysGK0, 5742999]
[paragraph, [794.0, 591.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 627.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 663.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 699.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 735.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 771.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [794.0, 807.0, 351.0, 36.0], shoonya_0s0QKHXZ73Z9HV, 5742999]
[paragraph, [428.0, 397.0, 339.0, 36.0], shoonya_1sKA9AKK0JGNP4, 5742999]
[paragraph, [428.0, 433.0, 339.0, 36.0], shoonya_1sKA9AKK0JGNP4, 5742999]
[paragraph, [428.0, 469.0, 339.0, 36.0], shoonya_1sKA9AKK0JGNP4, 5742999]
[paragraph, [428.0, 505.0, 339.0, 36.0], shoonya_1sKA9AKK0JGNP4, 5742999]
[paragraph, [428.0, 582.0, 345.0, 36.0], lL_S7Iqn3a, 5742999]
[paragraph, [428.0, 618.0, 345.0, 36.0], lL_S7Iqn3a, 5742999]
[paragraph, [428.0, 654.0, 345.0, 36.0], lL_S7Iqn3a, 5742999]
[paragraph, [428.0, 690.0, 345.0, 36.0], lL_S7Iqn3a, 5742999]
[paragraph, [428.0, 726.0, 345.0, 36.0], lL_S7Iqn3a, 5742999]
[paragraph, [428.0, 774.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 810.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 846.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 882.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 918.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 954.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 990.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1026.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1062.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1098.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1134.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1170.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1206.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1242.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1278.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1314.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1350.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1386.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1422.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [428.0, 1458.0, 350.0, 36.0], Poh-Hs3Sdp, 5742999]
[paragraph, [791.0, 867.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 903.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 939.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 975.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1011.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1047.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1083.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1119.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1155.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1191.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [791.0, 1227.0, 350.0, 36.0], nbtcyhPW1w, 5742999]
[paragraph, [800.0, 1297.0, 344.0, 36.0], ldvfYt0U8J, 5742999]
[paragraph, [800.0, 1333.0, 344.0, 36.0], ldvfYt0U8J, 5742999]
[paragraph, [800.0, 1369.0, 344.0, 36.0], ldvfYt0U8J, 5742999]
[paragraph, [800.0, 1405.0, 344.0, 36.0], ldvfYt0U8J, 5742999]
[paragraph, [800.0, 1441.0, 344.0, 36.0], ldvfYt0U8J, 5742999]
[folio, [386.0, 1511.0, 84.0, 36.0], qLlFKmB-Ko, 5742999]
[folio, [747.0, 1514.0, 125.0, 36.0], U2-MRuuhyT, 5742999]
[footnote, [750.0, 1576.0, 378.0, 36.0], 46qYanlwxx, 5742999]
