[1818, 1374]
[folio, [535.0, 175.0, 285.0, 36.0], shoonya_11s5ZVY9NOMNNN, 5682037]
[paragraph, [701.0, 1099.0, 562.0, 36.0], QhehwmA-Dh, 5682037]
[paragraph, [701.0, 1135.0, 562.0, 36.0], QhehwmA-Dh, 5682037]
[paragraph, [701.0, 1171.0, 562.0, 36.0], QhehwmA-Dh, 5682037]
[paragraph, [701.0, 1207.0, 562.0, 36.0], QhehwmA-Dh, 5682037]
[paragraph, [701.0, 1243.0, 562.0, 36.0], QhehwmA-Dh, 5682037]
[paragraph, [703.0, 1297.0, 564.0, 36.0], zHsj028g0L, 5682037]
[paragraph, [703.0, 1333.0, 564.0, 36.0], zHsj028g0L, 5682037]
[paragraph, [706.0, 1376.0, 562.0, 36.0], sGZarSHEI7, 5682037]
[paragraph, [706.0, 1412.0, 562.0, 36.0], sGZarSHEI7, 5682037]
[paragraph, [706.0, 1448.0, 562.0, 36.0], sGZarSHEI7, 5682037]
[paragraph, [706.0, 1484.0, 562.0, 36.0], sGZarSHEI7, 5682037]
[paragraph, [116.0, 1558.0, 566.0, 36.0], shoonya_12sVNDUYX4GGFH, 5682037]
[paragraph, [116.0, 1594.0, 566.0, 36.0], shoonya_12sVNDUYX4GGFH, 5682037]
[paragraph, [701.0, 1625.0, 568.0, 36.0], FIy4v057Gm, 5682037]
[paragraph, [701.0, 1661.0, 568.0, 36.0], FIy4v057Gm, 5682037]
[paragraph, [116.0, 1638.0, 567.0, 36.0], shoonya_8sEPYTME6EXV51, 5682037]
[paragraph, [116.0, 1674.0, 567.0, 36.0], shoonya_8sEPYTME6EXV51, 5682037]
