[1437, 878]
[folio, [288.0, 55.0, 244.0, 18.0], HgM0eUJtes, 5770583]
[paragraph, [444.0, 244.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 262.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 280.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 298.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 316.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 334.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 352.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 370.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 388.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 406.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 424.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 442.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 460.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 478.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 496.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 514.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 532.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 550.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 568.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 586.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 604.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 622.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 640.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 658.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 676.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 694.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 712.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 730.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 748.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 766.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 784.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 802.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 820.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 838.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 856.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 874.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 892.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 910.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 928.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 946.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 964.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 982.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 1000.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 1018.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [444.0, 1036.0, 365.0, 18.0], iNR9uW_R-h, 5770583]
[paragraph, [70.0, 654.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 672.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 690.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 708.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 726.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 744.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 762.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 780.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 798.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 816.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 834.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 852.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 870.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 888.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 906.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 924.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 942.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 960.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 978.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 996.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 1014.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [70.0, 1032.0, 372.0, 18.0], jIq3cBNXNA, 5770583]
[paragraph, [142.0, 1154.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1172.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1190.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1208.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1226.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1244.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1262.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1280.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[paragraph, [142.0, 1298.0, 638.0, 18.0], shoonya_0sEPJO5008ZI3U, 5770583]
[author, [641.0, 1323.0, 176.0, 18.0], 4zWvlvsnOI, 5770583]
[author, [641.0, 1341.0, 176.0, 18.0], 4zWvlvsnOI, 5770583]
