[2230, 1704]
[paragraph, [79.0, 150.0, 773.0, 36.0], shoonya_17sPPD36L8GVFT, 5654051]
[paragraph, [83.0, 832.0, 526.0, 36.0], shoonya_7sIEBDEZJGBMJV, 5654051]
[paragraph, [1150.0, 841.0, 514.0, 36.0], shoonya_15sKPYQDVYXW02, 5654051]
[paragraph, [1150.0, 877.0, 514.0, 36.0], shoonya_15sKPYQDVYXW02, 5654051]
[paragraph, [1150.0, 913.0, 514.0, 36.0], shoonya_15sKPYQDVYXW02, 5654051]
[paragraph, [94.0, 875.0, 617.0, 36.0], shoonya_9sBYLCZ8XP1PR8, 5654051]
[paragraph, [94.0, 911.0, 617.0, 36.0], shoonya_9sBYLCZ8XP1PR8, 5654051]
[paragraph, [94.0, 947.0, 617.0, 36.0], shoonya_9sBYLCZ8XP1PR8, 5654051]
[paragraph, [94.0, 983.0, 617.0, 36.0], shoonya_9sBYLCZ8XP1PR8, 5654051]
[paragraph, [94.0, 1019.0, 617.0, 36.0], shoonya_9sBYLCZ8XP1PR8, 5654051]
[paragraph, [1071.0, 981.0, 589.0, 36.0], shoonya_12sUMSCZMPS0XR, 5654051]
[paragraph, [1071.0, 1017.0, 589.0, 36.0], shoonya_12sUMSCZMPS0XR, 5654051]
[paragraph, [101.0, 1063.0, 759.0, 36.0], shoonya_8sOAIFF4UDF00E, 5654051]
[paragraph, [101.0, 1099.0, 759.0, 36.0], shoonya_8sOAIFF4UDF00E, 5654051]
[paragraph, [900.0, 1068.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1104.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1140.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1176.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1212.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1248.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [900.0, 1284.0, 761.0, 36.0], shoonya_6sJEM1AVOXPQ52, 5654051]
[paragraph, [104.0, 1156.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1192.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1228.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1264.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1300.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1336.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1372.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1408.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1444.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [104.0, 1480.0, 758.0, 36.0], shoonya_3sJKFOH6BB0XO9, 5654051]
[paragraph, [904.0, 1357.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1393.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1429.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1465.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1501.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1537.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [904.0, 1573.0, 757.0, 36.0], shoonya_4sPAED7IE8CLQ9, 5654051]
[paragraph, [102.0, 1525.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1561.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1597.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1633.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1669.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1705.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [102.0, 1741.0, 764.0, 36.0], shoonya_5s6JNYNLSTJHC1, 5654051]
[paragraph, [905.0, 1644.0, 746.0, 36.0], shoonya_16sY2N3MJXLKEF, 5654051]
[paragraph, [909.0, 1675.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1711.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1747.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1783.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1819.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1855.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1891.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1927.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1963.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 1999.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 2035.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 2071.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [909.0, 2107.0, 747.0, 36.0], shoonya_1s4AMSNR0QJC1Q, 5654051]
[paragraph, [86.0, 1845.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 1881.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 1917.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 1953.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 1989.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 2025.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[paragraph, [86.0, 2061.0, 825.0, 36.0], jp9_xx4IGq, 5654051]
[folio, [804.0, 2134.0, 175.0, 36.0], shoonya_10sSTT3LKJGKFJ, 5654051]
[footnote, [504.0, 2185.0, 693.0, 36.0], shoonya_19sSGWWKB3H0OC, 5654051]
