[2072, 1512]
[folio, [73.0, 26.0, 194.0, 36.0], r5j6ooUGJb, 5712402]
[paragraph, [736.0, 1607.0, 663.0, 36.0], shoonya_6sA3RT1G0RGRXY, 5712402]
[paragraph, [736.0, 1650.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1686.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1722.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1758.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1794.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1830.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1866.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1902.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [736.0, 1938.0, 668.0, 36.0], EY7aIDqFdB, 5712402]
[paragraph, [39.0, 1786.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
[paragraph, [39.0, 1822.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
[paragraph, [39.0, 1858.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
[paragraph, [39.0, 1894.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
[paragraph, [39.0, 1930.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
[paragraph, [39.0, 1966.0, 692.0, 36.0], shoonya_0sTS41GJ5UHCBY, 5712402]
