[1818, 1374]
[folio, [489.0, 117.0, 402.0, 36.0], shoonya_3sK2RRHYDYVYK2, 5682718]
[paragraph, [110.0, 977.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1013.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1049.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1085.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1121.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1157.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1193.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1229.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1265.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1301.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1337.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1373.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1409.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1445.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1481.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1517.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1553.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1589.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1625.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [110.0, 1661.0, 566.0, 36.0], shoonya_1sBNDVPHE5OG44, 5682718]
[paragraph, [700.0, 737.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 773.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 809.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 845.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 881.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 917.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 953.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 989.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1025.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1061.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1097.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1133.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1169.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1205.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1241.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1277.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1313.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1349.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1385.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1421.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1457.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1493.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1529.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1565.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1601.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1637.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
[paragraph, [700.0, 1673.0, 566.0, 36.0], shoonya_0sG07E577UBEF9, 5682718]
