[1388, 886]
[folio, [33.0, 66.0, 144.0, 18.0], shoonya_0s0AZJQP1W2XE3, 5742127]
[paragraph, [27.0, 1002.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1020.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1038.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1056.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1074.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1092.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1110.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1128.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1146.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1164.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1182.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1200.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1218.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1236.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1254.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [27.0, 1272.0, 408.0, 18.0], m2Ud8s7sbp, 5742127]
[paragraph, [447.0, 125.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 143.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 161.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 179.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 197.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 215.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 233.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 251.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 269.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 287.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 305.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 323.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 341.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 359.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 377.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 395.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 413.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 431.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 449.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 467.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 485.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 503.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 521.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 539.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 557.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 575.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 593.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 611.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 629.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 647.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 665.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 683.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 701.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 719.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 737.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 755.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 773.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 791.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 809.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 827.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 845.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 863.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 881.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 899.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 917.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 935.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 953.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 971.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 989.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1007.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1025.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1043.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1061.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1079.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1097.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1115.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1133.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1151.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1169.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1187.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1205.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[paragraph, [447.0, 1223.0, 407.0, 18.0], shoonya_3sS5XHE6I42C11, 5742127]
[author, [667.0, 1275.0, 188.0, 18.0], shoonya_2s2DSZB5VG48NV, 5742127]
[author, [667.0, 1293.0, 188.0, 18.0], shoonya_2s2DSZB5VG48NV, 5742127]
[footnote, [564.0, 1353.0, 283.0, 18.0], DNjernKbIL, 5742127]
