[709, 412]
[folio, [170.0, 25.0, 67.0, 18.0], MTNSlEQgJ5, 5740755]
[paragraph, [208.0, 455.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 473.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 491.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 509.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 527.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 545.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 563.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 581.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 599.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 617.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 635.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
[paragraph, [208.0, 653.0, 181.0, 18.0], Ve42_hnMq6, 5740755]
