[1447, 1093]
[section-title, [115.0, 57.0, 578.0, 30.0], -SC1BoBF6Y, 5715364]
[unordered-list, [105.0, 1119.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1137.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1155.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1173.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1191.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1209.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1227.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1245.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1263.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[unordered-list, [105.0, 1281.0, 406.0, 18.0], shoonya_0s6GD1SE3DHH22, 5715364]
[section-title, [548.0, 783.0, 357.0, 30.0], pnHYfVrR2R, 5715364]
[section-title, [548.0, 813.0, 357.0, 30.0], pnHYfVrR2R, 5715364]
[unordered-list, [554.0, 873.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 891.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 909.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 927.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 945.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 963.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 981.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 999.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1017.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1035.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1053.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1071.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1089.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1107.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1125.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1143.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1161.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1179.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[unordered-list, [554.0, 1197.0, 414.0, 18.0], 3kJseGNpnj, 5715364]
[paragraph, [573.0, 1250.0, 378.0, 18.0], shoonya_3s0D1XGEP3SGBU, 5715364]
[paragraph, [573.0, 1268.0, 378.0, 18.0], shoonya_3s0D1XGEP3SGBU, 5715364]
