[1492, 1000]
[folio, [415.0, 145.0, 205.0, 18.0], shoonya_2sFXSH5WQPJ7Z0, 5720542]
[paragraph, [145.0, 1076.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [145.0, 1094.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [145.0, 1112.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [145.0, 1130.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [145.0, 1148.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [145.0, 1166.0, 752.0, 18.0], FPqzSwuu2A, 5720542]
[paragraph, [150.0, 1195.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1213.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1231.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1249.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1267.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1285.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
[paragraph, [150.0, 1303.0, 751.0, 18.0], _Eb-E_rdo7, 5720542]
