[1238, 765]
[folio, [305.0, 86.0, 130.0, 18.0], ew7JXjl66Q, 5770729]
[paragraph, [103.0, 614.0, 273.0, 18.0], UUHZJ3O3yp, 5770729]
[paragraph, [103.0, 632.0, 273.0, 18.0], UUHZJ3O3yp, 5770729]
[paragraph, [103.0, 650.0, 273.0, 18.0], UUHZJ3O3yp, 5770729]
[paragraph, [103.0, 668.0, 273.0, 18.0], UUHZJ3O3yp, 5770729]
[paragraph, [103.0, 695.0, 273.0, 18.0], 3F_8sUE-PA, 5770729]
[paragraph, [103.0, 713.0, 273.0, 18.0], 3F_8sUE-PA, 5770729]
[paragraph, [103.0, 731.0, 273.0, 18.0], 3F_8sUE-PA, 5770729]
[paragraph, [103.0, 749.0, 273.0, 18.0], 3F_8sUE-PA, 5770729]
[paragraph, [103.0, 767.0, 273.0, 18.0], 3F_8sUE-PA, 5770729]
[paragraph, [103.0, 793.0, 272.0, 18.0], HFW9sBmM6d, 5770729]
[paragraph, [103.0, 811.0, 272.0, 18.0], HFW9sBmM6d, 5770729]
[paragraph, [103.0, 829.0, 272.0, 18.0], HFW9sBmM6d, 5770729]
[paragraph, [103.0, 847.0, 272.0, 18.0], HFW9sBmM6d, 5770729]
[paragraph, [103.0, 865.0, 272.0, 18.0], HFW9sBmM6d, 5770729]
[paragraph, [102.0, 890.0, 275.0, 18.0], AFhecn2SLS, 5770729]
[paragraph, [102.0, 908.0, 275.0, 18.0], AFhecn2SLS, 5770729]
[paragraph, [102.0, 926.0, 275.0, 18.0], AFhecn2SLS, 5770729]
[paragraph, [102.0, 944.0, 275.0, 18.0], AFhecn2SLS, 5770729]
[paragraph, [102.0, 962.0, 275.0, 18.0], AFhecn2SLS, 5770729]
[paragraph, [103.0, 989.0, 273.0, 18.0], z2A63SNvN1, 5770729]
[paragraph, [103.0, 1007.0, 273.0, 18.0], z2A63SNvN1, 5770729]
[paragraph, [103.0, 1025.0, 273.0, 18.0], z2A63SNvN1, 5770729]
[paragraph, [103.0, 1043.0, 273.0, 18.0], z2A63SNvN1, 5770729]
[paragraph, [103.0, 1061.0, 273.0, 18.0], z2A63SNvN1, 5770729]
[paragraph, [100.0, 1086.0, 234.0, 18.0], HY_vzB5IpA, 5770729]
[paragraph, [100.0, 1104.0, 234.0, 18.0], HY_vzB5IpA, 5770729]
[paragraph, [100.0, 1122.0, 234.0, 18.0], HY_vzB5IpA, 5770729]
[paragraph, [382.0, 1091.0, 296.0, 18.0], kVDlZcxJcz, 5770729]
[paragraph, [382.0, 1109.0, 296.0, 18.0], kVDlZcxJcz, 5770729]
