[1271, 878]
[chapter-title, [321.0, 74.0, 321.0, 30.0], shoonya_5s4UD0W80739BF, 5776165]
[paragraph, [161.0, 450.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 468.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 486.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 504.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 522.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 540.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 558.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 576.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 594.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 612.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 630.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 648.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [161.0, 666.0, 635.0, 18.0], shoonya_0sB8M98ZKFXEY6, 5776165]
[paragraph, [163.0, 697.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 715.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 733.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 751.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 769.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 787.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 805.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 823.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 841.0, 634.0, 18.0], shoonya_3s5OX1PJ8L6KNT, 5776165]
[paragraph, [163.0, 872.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 890.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 908.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 926.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 944.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 962.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 980.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 998.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1016.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1034.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1052.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1070.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1088.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
[paragraph, [163.0, 1106.0, 633.0, 18.0], shoonya_1s4ROKGJ5LPQPL, 5776165]
