[2339, 1656]
[folio, [715.0, 489.0, 241.0, 36.0], LjTDGbFDqX, 5688879]
[reference, [177.0, 1547.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1583.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1619.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1655.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1691.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1727.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1763.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1799.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1835.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1871.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1907.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
[reference, [177.0, 1943.0, 832.0, 36.0], shoonya_1s1DKHYZ8WHCDP, 5688879]
