[2200, 1700]
[paragraph, [299.0, 64.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1540.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1576.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1612.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [299.0, 1648.0, 1103.0, 36.0], shoonya_0sYW0FQU8PBQ4U, 5730707]
[paragraph, [301.0, 1716.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[paragraph, [301.0, 1752.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[paragraph, [301.0, 1788.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[paragraph, [301.0, 1824.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[paragraph, [301.0, 1860.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[paragraph, [301.0, 1896.0, 1100.0, 36.0], shoonya_1sPCSPDPE679EX, 5730707]
[folio, [413.0, 2013.0, 371.0, 36.0], 1nLc1xKgyF, 5730707]
