[1298, 853]
[section-title, [311.0, 66.0, 231.0, 30.0], shoonya_1sHCIAH6ZFMYOP, 5710147]
[paragraph, [47.0, 611.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 629.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 647.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 665.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 683.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 701.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 719.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 737.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [47.0, 755.0, 761.0, 18.0], shoonya_4sE339AXEM7L9V, 5710147]
[paragraph, [45.0, 780.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 798.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 816.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 834.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 852.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 870.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 888.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 906.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 924.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 942.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 960.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 978.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [45.0, 996.0, 761.0, 18.0], vRb95tzHFO, 5710147]
[paragraph, [47.0, 1026.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1044.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1062.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1080.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1098.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1116.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1134.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1152.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1170.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1188.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
[paragraph, [47.0, 1206.0, 760.0, 18.0], 6VKDZuf1S6, 5710147]
