[1337, 839]
[folio, [341.0, 79.0, 121.0, 18.0], oGp5XPuw4K, 5770244]
[paragraph, [415.0, 1054.0, 333.0, 18.0], PU4XYnJwee, 5770244]
[paragraph, [415.0, 1072.0, 333.0, 18.0], PU4XYnJwee, 5770244]
[footnote, [76.0, 1097.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1115.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1133.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1151.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1169.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1187.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1205.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1223.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
[footnote, [76.0, 1241.0, 673.0, 18.0], cvNXkzLBIK, 5770244]
