[1625, 1211]
[headline, [81.0, 81.0, 1049.0, 37.5], LjI4Amep-s, 5742752]
[paragraph, [790.0, 926.0, 350.0, 36.0], shoonya_1sVVCF4B8Q3ONR, 5742752]
[paragraph, [790.0, 962.0, 350.0, 36.0], shoonya_1sVVCF4B8Q3ONR, 5742752]
[paragraph, [790.0, 998.0, 350.0, 36.0], shoonya_1sVVCF4B8Q3ONR, 5742752]
[paragraph, [790.0, 1034.0, 350.0, 36.0], shoonya_1sVVCF4B8Q3ONR, 5742752]
[paragraph, [431.0, 631.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 667.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 703.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 739.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 775.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 811.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 847.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 883.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 919.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [431.0, 955.0, 342.0, 36.0], j2_YO4WROs, 5742752]
[paragraph, [66.0, 835.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 871.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 907.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 943.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 979.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1015.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1051.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1087.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1123.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1159.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1195.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1231.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1267.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1303.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1339.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1375.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1411.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [66.0, 1447.0, 354.0, 36.0], 72ud-aAyxX, 5742752]
[paragraph, [428.0, 1017.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1053.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1089.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1125.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1161.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1197.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [428.0, 1233.0, 346.0, 36.0], yID9GqGhsF, 5742752]
[paragraph, [787.0, 1124.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1160.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1196.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1232.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1268.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1304.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1340.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1376.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1412.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [787.0, 1448.0, 352.0, 36.0], shoonya_2sIM1Z1WKLV7M1, 5742752]
[paragraph, [432.0, 1309.0, 342.0, 36.0], TZDEHBE1MT, 5742752]
[paragraph, [432.0, 1345.0, 342.0, 36.0], TZDEHBE1MT, 5742752]
[paragraph, [432.0, 1381.0, 342.0, 36.0], TZDEHBE1MT, 5742752]
[paragraph, [432.0, 1417.0, 342.0, 36.0], TZDEHBE1MT, 5742752]
[paragraph, [432.0, 1453.0, 342.0, 36.0], TZDEHBE1MT, 5742752]
[folio, [431.0, 1502.0, 89.0, 36.0], zAwefUM9Wx, 5742752]
