[2234, 1660]
[flag, [652.0, 93.0, 346.0, 36.0], shoonya_2s8YMODIN9IPPV, 5654496]
[paragraph, [63.0, 1752.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[paragraph, [63.0, 1788.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[paragraph, [63.0, 1824.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[paragraph, [63.0, 1860.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[paragraph, [63.0, 1896.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[paragraph, [63.0, 1932.0, 791.0, 36.0], shoonya_0s5EGK65Z0KO1W, 5654496]
[figure-caption, [1083.0, 745.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 781.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 817.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 853.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 889.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 925.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 961.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[figure-caption, [1083.0, 997.0, 523.0, 36.0], shoonya_7sJP7NZ2PAQ7RB, 5654496]
[paragraph, [851.0, 1060.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1096.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1132.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1168.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1204.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1240.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1276.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1312.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1348.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1384.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1420.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1456.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1492.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1528.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1564.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1600.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1636.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1672.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1708.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1744.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1780.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [851.0, 1816.0, 784.0, 36.0], shoonya_1s5ZZX9TUT6RGV, 5654496]
[paragraph, [854.0, 1869.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 1905.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 1941.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 1977.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 2013.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 2049.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 2085.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [854.0, 2121.0, 764.0, 36.0], shoonya_5sTGHDSWSISPAA, 5654496]
[paragraph, [68.0, 1989.0, 784.0, 36.0], shoonya_4sUQ2NNGPTCJUG, 5654496]
[paragraph, [68.0, 2025.0, 784.0, 36.0], shoonya_4sUQ2NNGPTCJUG, 5654496]
[paragraph, [68.0, 2061.0, 784.0, 36.0], shoonya_4sUQ2NNGPTCJUG, 5654496]
[folio, [727.0, 2137.0, 239.0, 36.0], 83cLK2uW-f, 5654496]
