[2339, 1656]
[paragraph, [804.0, 96.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1320.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1356.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1392.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1428.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1464.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1500.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1536.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1572.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1608.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1644.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1680.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1716.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1752.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1788.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1824.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1860.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [804.0, 1896.0, 731.0, 36.0], shoonya_1sHQASFMPA443D, 5749408]
[paragraph, [137.0, 108.0, 638.0, 36.0], shoonya_2s6EJH3QHM8VQM, 5749408]
[paragraph, [65.0, 166.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 202.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 238.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 274.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 310.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 346.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 382.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [65.0, 418.0, 714.0, 36.0], n7vwBOqFSb, 5749408]
[paragraph, [70.0, 489.0, 702.0, 36.0], shoonya_3sRFU6WQV6HOQ0, 5749408]
[paragraph, [70.0, 525.0, 702.0, 36.0], shoonya_3sRFU6WQV6HOQ0, 5749408]
[paragraph, [147.0, 593.0, 549.0, 36.0], shoonya_4sY2MSV13AF2AC, 5749408]
[paragraph, [142.0, 648.0, 563.0, 36.0], VolJipz0Q6, 5749408]
[paragraph, [73.0, 700.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 736.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 772.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 808.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 844.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 880.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 916.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 952.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 988.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1024.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1060.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1096.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1132.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1168.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1204.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1240.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1276.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1312.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1348.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1384.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1420.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1456.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1492.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1528.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1564.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1600.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1636.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1672.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1708.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1744.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1780.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1816.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1852.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1888.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1924.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1960.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 1996.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 2032.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[paragraph, [73.0, 2068.0, 713.0, 36.0], shoonya_0s58CFK33F2F00, 5749408]
[footnote, [830.0, 2018.0, 685.0, 36.0], MoUN-KjhV2, 5749408]
