[1238, 765]
[headline, [331.0, 86.0, 132.0, 25.5], 0fI8I1SL_p, 5769840]
[paragraph, [76.0, 195.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 213.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 231.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 249.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 267.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 285.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 303.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 321.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 339.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 357.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 375.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 393.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 411.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 429.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 447.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 465.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 483.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 501.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 519.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 537.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 555.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 573.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 591.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 609.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 627.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 645.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 663.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 681.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 699.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 717.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 735.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 753.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 771.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 789.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 807.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 825.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 843.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 861.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 879.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 897.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 915.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 933.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 951.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 969.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 987.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1005.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1023.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1041.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1059.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1077.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1095.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
[paragraph, [76.0, 1113.0, 301.0, 18.0], PMC4BpyLGf, 5769840]
