[1388, 886]
[folio, [45.0, 62.0, 147.0, 18.0], shoonya_4sEWEH564BWL9M, 5742102]
[paragraph, [35.0, 683.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 701.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 719.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 737.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 755.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 773.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 791.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 809.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 827.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 845.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 863.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 881.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 899.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 917.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 935.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 953.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 971.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 989.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [35.0, 1007.0, 401.0, 18.0], shoonya_3sRHWNSIK59HKD, 5742102]
[paragraph, [449.0, 960.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 978.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 996.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1014.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1032.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1050.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1068.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1086.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1104.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1122.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1140.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1158.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1176.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1194.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1212.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1230.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1248.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1266.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1284.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [449.0, 1302.0, 395.0, 18.0], shoonya_1s94X49KQQ4BF9, 5742102]
[paragraph, [32.0, 1031.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1049.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1067.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1085.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1103.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1121.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1139.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1157.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1175.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1193.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1211.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1229.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1247.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1265.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1283.0, 402.0, 18.0], DWurmwym4d, 5742102]
[paragraph, [32.0, 1301.0, 402.0, 18.0], DWurmwym4d, 5742102]
[footnote, [566.0, 1349.0, 286.0, 18.0], 8oOv1S6HI2, 5742102]
