[6000, 4167]
[folio, [1158.0, 618.0, 1798.0, 52.5], JMyVcg3aFm, 5721878]
[paragraph, [590.0, 2782.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2834.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2887.0, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [590.0, 2939.5, 3000.0, 52.5], shoonya_0sSHB8M7DI2UIW, 5721878]
[paragraph, [593.0, 3127.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3179.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3232.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3284.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3337.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3389.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3442.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3494.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3547.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3599.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3652.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3704.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3757.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3809.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3862.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3914.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 3967.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4019.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4072.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4124.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4177.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4229.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4282.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4334.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4387.0, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [593.0, 4439.5, 2958.0, 52.5], U8EM3TzRz4, 5721878]
[paragraph, [541.0, 4610.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4662.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4715.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4767.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4820.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4872.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4925.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 4977.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5030.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5082.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5135.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5187.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5240.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5292.5, 3073.0, 52.5], eOAjwf1dQL, 5721878]
[paragraph, [541.0, 5345.0, 3073.0, 52.5], eOAjwf1dQL, 5721878]
