[1372, 849]
[section-title, [338.0, 56.0, 173.0, 30.0], shoonya_2sBNSQBE3Z1U9N, 5709972]
[paragraph, [72.0, 548.0, 701.0, 18.0], shoonya_3s8Y6QERPYXDCD, 5709972]
[paragraph, [72.0, 566.0, 701.0, 18.0], shoonya_3s8Y6QERPYXDCD, 5709972]
[paragraph, [72.0, 584.0, 701.0, 18.0], shoonya_3s8Y6QERPYXDCD, 5709972]
[author, [490.0, 621.0, 236.0, 18.0], yh49EYDv1p, 5709972]
[author, [490.0, 639.0, 236.0, 18.0], yh49EYDv1p, 5709972]
[paragraph, [57.0, 662.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 680.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 698.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 716.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 734.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 752.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 770.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 788.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 806.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 824.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 842.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 860.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 878.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 896.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 914.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 932.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 950.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 968.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 986.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1004.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1022.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1040.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1058.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1076.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1094.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1112.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1130.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1148.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1166.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1184.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1202.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1220.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1238.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1256.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1274.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1292.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
[paragraph, [57.0, 1310.0, 729.0, 18.0], shoonya_0sU39ZY5BJD0PN, 5709972]
