[1625, 1211]
[headline, [104.0, 94.0, 958.0, 37.5], shoonya_8s34Q8G13LWJJ3, 5743007]
[paragraph, [68.0, 786.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 822.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 858.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 894.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 930.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 966.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [68.0, 1002.0, 339.0, 36.0], DJEtQYMu5m, 5743007]
[paragraph, [429.0, 634.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 670.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 706.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 742.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 778.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 814.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 850.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 886.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 922.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 958.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[paragraph, [429.0, 994.0, 346.0, 36.0], shoonya_5sLOHGTBRH99KP, 5743007]
[section-title, [795.0, 661.0, 345.0, 49.5], shoonya_9sX6FUOTZYXJGL, 5743007]
[paragraph, [795.0, 763.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 799.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 835.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 871.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 907.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 943.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 979.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1015.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1051.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1087.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1123.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1159.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1195.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1231.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1267.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1303.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1339.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1375.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1411.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [795.0, 1447.0, 340.0, 36.0], shoonya_0sIMBE4OGBF71N, 5743007]
[paragraph, [428.0, 1052.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1088.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1124.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1160.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1196.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1232.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1268.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[paragraph, [428.0, 1304.0, 347.0, 36.0], ooXCgB0zse, 5743007]
[section-title, [103.0, 1061.0, 262.0, 49.5], e2Ixzu-PNJ, 5743007]
[paragraph, [71.0, 1152.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1188.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1224.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1260.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1296.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1332.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1368.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1404.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [71.0, 1440.0, 340.0, 36.0], shoonya_4sMUVFJSO1DE6Z, 5743007]
[paragraph, [425.0, 1430.0, 350.0, 36.0], _c07UkNdYJ, 5743007]
[folio, [425.0, 1502.0, 101.0, 36.0], z7VJ2SNV-b, 5743007]
