[1275, 750]
[folio, [263.0, 79.0, 210.0, 18.0], yEcDoU_WS6, 5767547]
[paragraph, [69.0, 552.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 570.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 588.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 606.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 624.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 642.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 660.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 678.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 696.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 714.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 732.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 750.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 768.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 786.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 804.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 822.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 840.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 858.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 876.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 894.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 912.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 930.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 948.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 966.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 984.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1002.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1020.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1038.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1056.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1074.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1092.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1110.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1128.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1146.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
[paragraph, [69.0, 1164.0, 617.0, 18.0], shoonya_1sHTDJGM76PROV, 5767547]
