[1565, 1152]
[paragraph, [115.0, 132.0, 427.0, 36.0], shoonya_1sP708TVPSFMCA, 5712381]
[paragraph, [116.0, 1078.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1114.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1150.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1186.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1222.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1258.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [116.0, 1294.0, 431.0, 36.0], shoonya_3sC7MQPKAMBRYV, 5712381]
[paragraph, [583.0, 1184.0, 455.0, 36.0], shoonya_9sRL010GS38XCT, 5712381]
[paragraph, [583.0, 1220.0, 455.0, 36.0], shoonya_9sRL010GS38XCT, 5712381]
[paragraph, [583.0, 1291.0, 444.0, 36.0], shoonya_10sFWX3KWO4B47, 5712381]
[paragraph, [583.0, 1327.0, 444.0, 36.0], shoonya_10sFWX3KWO4B47, 5712381]
[paragraph, [117.0, 1337.0, 410.0, 36.0], shoonya_8sLQURTQDXJGLH, 5712381]
[paragraph, [117.0, 1373.0, 410.0, 36.0], shoonya_8sLQURTQDXJGLH, 5712381]
