[2241, 1733]
[paragraph, [822.0, 182.0, 755.0, 36.0], shoonya_4sJS1B504RVRT3, 5653866]
[paragraph, [45.0, 1812.0, 743.0, 36.0], shoonya_9sUHS5AX5UML7J, 5653866]
[paragraph, [821.0, 1831.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 1867.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 1903.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 1939.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 1975.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 2011.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[paragraph, [821.0, 2047.0, 761.0, 36.0], shoonya_5s2V9TOLOA663X, 5653866]
[section-title, [50.0, 1842.0, 742.0, 52.5], shoonya_12sT17FILQ5ASB, 5653866]
[section-title, [50.0, 1894.5, 742.0, 52.5], shoonya_12sT17FILQ5ASB, 5653866]
[paragraph, [53.0, 1939.0, 737.0, 36.0], shoonya_10s3LUL6AWSXON, 5653866]
[paragraph, [53.0, 1975.0, 737.0, 36.0], shoonya_10s3LUL6AWSXON, 5653866]
[paragraph, [53.0, 2011.0, 737.0, 36.0], shoonya_10s3LUL6AWSXON, 5653866]
[paragraph, [53.0, 2047.0, 737.0, 36.0], shoonya_10s3LUL6AWSXON, 5653866]
[paragraph, [53.0, 2083.0, 737.0, 36.0], shoonya_10s3LUL6AWSXON, 5653866]
[folio, [716.0, 2122.0, 190.0, 36.0], r8sPBSRSBm, 5653866]
