[2334, 1650]
[paragraph, [311.0, 164.0, 1136.0, 36.0], shoonya_2sVKN81PU0R6N9, 5651489]
[paragraph, [343.0, 1435.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1471.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1507.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1543.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1579.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1615.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1651.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [343.0, 1687.0, 1105.0, 36.0], shoonya_1s9WVMP9KFOEDD, 5651489]
[paragraph, [335.0, 1714.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1750.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1786.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1822.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1858.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1894.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1930.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 1966.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[paragraph, [335.0, 2002.0, 1114.0, 36.0], shoonya_5sNFMW5Z2EZT5P, 5651489]
[folio, [402.0, 2094.0, 350.0, 36.0], U5J-i2NJKJ, 5651489]
