[872, 605]
[folio, [38.0, 28.0, 84.0, 18.0], shoonya_0sBXB6X7L40W16, 6456705]
[paragraph, [41.0, 604.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 622.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 640.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 658.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 676.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 694.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 712.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [41.0, 730.0, 260.0, 18.0], EV5eMdsnWS, 6456705]
[paragraph, [302.0, 570.0, 256.0, 18.0], 3iag9xFIob, 6456705]
[paragraph, [302.0, 588.0, 256.0, 18.0], 3iag9xFIob, 6456705]
[paragraph, [318.0, 614.0, 248.0, 18.0], w7TYOvnv_p, 6456705]
[reference, [301.0, 639.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 657.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 675.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 693.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 711.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 729.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 747.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 765.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 783.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [301.0, 801.0, 265.0, 18.0], sBcktT3-LO, 6456705]
[reference, [35.0, 749.0, 269.0, 18.0], yQu_ZzwMwb, 6456705]
[reference, [35.0, 767.0, 269.0, 18.0], yQu_ZzwMwb, 6456705]
[reference, [35.0, 785.0, 269.0, 18.0], yQu_ZzwMwb, 6456705]
[reference, [35.0, 803.0, 269.0, 18.0], yQu_ZzwMwb, 6456705]
[folio, [86.0, 816.0, 45.0, 18.0], 8_9FTTjOu0, 6456705]
