[1468, 909]
[headline, [333.0, 74.0, 273.0, 25.5], PyuSaqTU-6, 5770493]
[paragraph, [86.0, 685.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 703.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 721.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 739.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 757.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 775.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 793.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 811.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 829.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 847.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 865.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 883.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 901.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 919.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 937.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 955.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 973.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 991.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1009.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1027.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1045.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1063.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1081.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1099.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1117.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1135.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1153.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1171.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1189.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1207.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1225.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1243.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1261.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1279.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1297.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1315.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1333.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1351.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [86.0, 1369.0, 372.0, 18.0], cizSrxKKp0, 5770493]
[paragraph, [460.0, 525.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 543.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 561.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 579.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 597.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 615.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 633.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 651.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 669.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 687.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 705.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 723.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 741.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 759.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 777.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 795.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 813.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 831.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 849.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 867.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 885.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 903.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 921.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 939.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 957.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 975.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 993.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 1011.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 1029.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [460.0, 1047.0, 375.0, 18.0], HO1-MMFNiP, 5770493]
[paragraph, [462.0, 1072.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1090.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1108.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1126.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1144.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1162.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1180.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1198.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1216.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1234.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1252.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1270.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1288.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1306.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1324.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1342.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1360.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
[paragraph, [462.0, 1378.0, 367.0, 18.0], shoonya_0s69MDPEWWJ322, 5770493]
