[1806, 1262]
[paragraph, [645.0, 171.0, 511.0, 36.0], vmX1Cf1ydw, 5681156]
[paragraph, [98.0, 576.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 612.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 648.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 684.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 720.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 756.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 792.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 828.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 864.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 900.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 936.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 972.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1008.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1044.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1080.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1116.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1152.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1188.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1224.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1260.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1296.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1332.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1368.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1404.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1440.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1476.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1512.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1548.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1584.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1620.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [98.0, 1656.0, 499.0, 36.0], shoonya_5sCN32QPJ0DXI2, 5681156]
[paragraph, [643.0, 939.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 975.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1011.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1047.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1083.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1119.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1155.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1191.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1227.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1263.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1299.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1335.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1371.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1407.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1443.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1479.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1515.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1551.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1587.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1623.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
[paragraph, [643.0, 1659.0, 526.0, 36.0], yRTa4vkwxq, 5681156]
