[2460, 1800]
[paragraph, [154.0, 143.0, 509.0, 36.0], shoonya_5sZBJT4G1DYHAU, 5694623]
[paragraph, [683.0, 434.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 470.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 506.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 542.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 578.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 614.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 650.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [683.0, 686.0, 502.0, 36.0], shoonya_3sM29XGCZISACY, 5694623]
[paragraph, [1205.0, 150.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 186.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 222.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 258.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 294.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 330.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 366.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 402.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1205.0, 438.0, 506.0, 36.0], xu0HbwBEHo, 5694623]
[paragraph, [1206.0, 484.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 520.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 556.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 592.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 628.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 664.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 700.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 736.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 772.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 808.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 844.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 880.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 916.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 952.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 988.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1024.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1060.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1096.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1132.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1168.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1204.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1240.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1276.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1312.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1348.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1384.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1420.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1456.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1492.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1528.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1564.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1600.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1636.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1672.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1708.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1744.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1780.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1816.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1852.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1888.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1924.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1960.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 1996.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2032.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2068.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2104.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2140.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2176.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2212.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [1206.0, 2248.0, 508.0, 36.0], shoonya_8sIBCUKMNMB63D, 5694623]
[paragraph, [681.0, 1388.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1424.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1460.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1496.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1532.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1568.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1604.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1640.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1676.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1712.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1748.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1784.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1820.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1856.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1892.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1928.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 1964.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2000.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2036.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2072.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2108.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2144.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2180.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[paragraph, [681.0, 2216.0, 487.0, 36.0], shoonya_4sCXXHQW34KX19, 5694623]
[folio, [20.0, 2284.0, 315.0, 36.0], gySNuODF8t, 5694623]
[folio, [20.0, 2320.0, 315.0, 36.0], gySNuODF8t, 5694623]
