[792, 612]
[paragraph, [51.0, 89.0, 151.0, 18.0], shoonya_1sAIU6EMWK1I70, 6515456]
[paragraph, [50.0, 589.0, 150.0, 18.0], NWn29iweVL, 6515456]
[paragraph, [50.0, 607.0, 150.0, 18.0], NWn29iweVL, 6515456]
[paragraph, [50.0, 625.0, 150.0, 18.0], NWn29iweVL, 6515456]
[paragraph, [50.0, 643.0, 150.0, 18.0], NWn29iweVL, 6515456]
[paragraph, [50.0, 661.0, 150.0, 18.0], NWn29iweVL, 6515456]
[paragraph, [230.0, 245.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 263.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 281.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 299.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 317.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 335.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 353.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 371.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 389.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 407.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 425.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 443.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 461.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 479.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 497.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [230.0, 515.0, 150.0, 18.0], shoonya_0sT87815EOT17Y, 6515456]
[paragraph, [410.0, 342.0, 149.0, 18.0], shoonya_4s4OVKUNPZ4QEP, 6515456]
[paragraph, [410.0, 360.0, 149.0, 18.0], shoonya_4s4OVKUNPZ4QEP, 6515456]
[paragraph, [410.0, 378.0, 149.0, 18.0], shoonya_4s4OVKUNPZ4QEP, 6515456]
[paragraph, [412.0, 399.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 417.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 435.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 453.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 471.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 489.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 507.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 525.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [412.0, 543.0, 150.0, 18.0], shoonya_3s5QLNX4C9QC51, 6515456]
[paragraph, [230.0, 539.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 557.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 575.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 593.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 611.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 629.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 647.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [230.0, 665.0, 150.0, 18.0], v3cipgpQaA, 6515456]
[paragraph, [411.0, 568.0, 151.0, 18.0], Jb2-CmnHz7, 6515456]
[paragraph, [411.0, 586.0, 151.0, 18.0], Jb2-CmnHz7, 6515456]
[paragraph, [411.0, 604.0, 151.0, 18.0], Jb2-CmnHz7, 6515456]
[paragraph, [411.0, 636.0, 150.0, 18.0], gNV46CYBoQ, 6515456]
[paragraph, [411.0, 654.0, 150.0, 18.0], gNV46CYBoQ, 6515456]
[paragraph, [411.0, 672.0, 150.0, 18.0], gNV46CYBoQ, 6515456]
