[792, 612]
[folio, [70.0, 61.0, 468.0, 18.0], inNZ3JqHcY, 6516692]
[paragraph, [402.0, 674.0, 162.0, 18.0], shoonya_3sT8BD0U7ZK5WM, 6516692]
[paragraph, [50.0, 288.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 306.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 324.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 342.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 360.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 378.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 396.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 414.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 432.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 450.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 468.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 486.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 504.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 522.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 540.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 558.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 576.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 594.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 612.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 630.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 648.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
[paragraph, [50.0, 666.0, 156.0, 18.0], shoonya_1s96H2OHICDDKZ, 6516692]
