[1625, 1211]
[section-title, [209.0, 83.0, 395.0, 49.5], 8Mb7iIrYHS, 5742352]
[paragraph, [433.0, 1010.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1046.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1082.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1118.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1154.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1190.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1226.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1262.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [433.0, 1298.0, 345.0, 36.0], JCiy_4lLKT, 5742352]
[paragraph, [789.0, 1038.0, 337.0, 36.0], GmOy4eWEx9, 5742352]
[paragraph, [789.0, 1074.0, 337.0, 36.0], GmOy4eWEx9, 5742352]
[paragraph, [789.0, 1110.0, 337.0, 36.0], GmOy4eWEx9, 5742352]
[paragraph, [789.0, 1155.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1191.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1227.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1263.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1299.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1335.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1371.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1407.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [789.0, 1443.0, 344.0, 36.0], v5rjROahnb, 5742352]
[paragraph, [439.0, 1349.0, 333.0, 36.0], LlFHzUSfiI, 5742352]
[paragraph, [439.0, 1385.0, 333.0, 36.0], LlFHzUSfiI, 5742352]
[paragraph, [438.0, 1444.0, 336.0, 36.0], NQUDyzqZWe, 5742352]
[footnote, [750.0, 1578.0, 388.0, 36.0], WKh6NlNpoC, 5742352]
