[1625, 1211]
[paragraph, [791.0, 92.0, 342.0, 36.0], shoonya_1s3S9QVXWE8C0B, 5742577]
[paragraph, [795.0, 705.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 741.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 777.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 813.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 849.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 885.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 921.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [795.0, 957.0, 336.0, 36.0], T5zQQXvxpB, 5742577]
[paragraph, [792.0, 1046.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1082.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1118.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1154.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1190.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1226.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1262.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1298.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [792.0, 1334.0, 341.0, 36.0], shoonya_2sPFKCWEMDADCJ, 5742577]
[paragraph, [441.0, 1126.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1162.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1198.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1234.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1270.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1306.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1342.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1378.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1414.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[paragraph, [441.0, 1450.0, 336.0, 36.0], shoonya_5s33HUU5NOFRUH, 5742577]
[section-title, [127.0, 1192.0, 294.0, 49.5], xNc-7FaWLK, 5742577]
[paragraph, [74.0, 1250.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [74.0, 1286.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [74.0, 1322.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [74.0, 1358.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [74.0, 1394.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [74.0, 1430.0, 352.0, 36.0], c2TYH4e1HD, 5742577]
[paragraph, [796.0, 1386.0, 340.0, 36.0], lhWjJuphcC, 5742577]
[paragraph, [796.0, 1422.0, 340.0, 36.0], lhWjJuphcC, 5742577]
