[2400, 1600]
[website-link, [980.0, 110.0, 243.0, 18.0], shoonya_1sTUVJ172QS1YQ, 5660561]
[paragraph, [151.0, 967.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1003.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1039.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1075.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1111.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1147.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1183.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1219.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1255.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [151.0, 1291.0, 1293.0, 36.0], shoonya_2sZHF5YWGMALH0, 5660561]
[paragraph, [146.0, 1359.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1395.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1431.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1467.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1503.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1539.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1575.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1611.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1647.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1683.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1719.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1755.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1791.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1827.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1863.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [146.0, 1899.0, 1299.0, 36.0], shoonya_0sTL0FVPUJ80YE, 5660561]
[paragraph, [147.0, 1968.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[paragraph, [147.0, 2004.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[paragraph, [147.0, 2040.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[paragraph, [147.0, 2076.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[paragraph, [147.0, 2112.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[paragraph, [147.0, 2148.0, 1308.0, 36.0], 3hXy-JWEk6, 5660561]
[footnote, [285.0, 2290.0, 1020.0, 36.0], 9yVpZ5jE2Q, 5660561]
