[2067, 1567]
[folio, [185.0, 197.0, 178.0, 36.0], oquoqWa5su, 5735869]
[paragraph, [1043.0, 1308.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1344.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1380.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1416.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1452.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1488.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1524.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[paragraph, [1043.0, 1560.0, 327.0, 36.0], shoonya_8s3ITS7HR58LTT, 5735869]
[sidebar, [13.0, 1297.0, 144.0, 36.0], irFkfHTZ13, 5735869]
[paragraph, [190.0, 1367.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1403.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1439.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1475.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1511.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1547.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1583.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1619.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1655.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1691.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1727.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [190.0, 1763.0, 581.0, 36.0], shoonya_0sVCMT0UDXIGM1, 5735869]
[paragraph, [791.0, 1628.0, 583.0, 36.0], shoonya_9sZRGDVRBF1N70, 5735869]
[paragraph, [791.0, 1664.0, 583.0, 36.0], shoonya_9sZRGDVRBF1N70, 5735869]
[paragraph, [791.0, 1700.0, 583.0, 36.0], shoonya_9sZRGDVRBF1N70, 5735869]
[paragraph, [791.0, 1736.0, 583.0, 36.0], shoonya_9sZRGDVRBF1N70, 5735869]
[folio, [1144.0, 1824.0, 228.0, 36.0], HwwOK0OLQb, 5735869]
