[2200, 1700]
[paragraph, [383.0, 76.0, 1097.0, 36.0], shoonya_1s39VDKGJO9DKS, 5730951]
[paragraph, [382.0, 1312.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1348.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1384.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1420.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1456.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1492.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1528.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1564.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1600.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1636.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1672.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1708.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1744.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1780.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1816.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1852.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1888.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[paragraph, [382.0, 1924.0, 1109.0, 36.0], shoonya_0sI7YFQUN3K3GP, 5730951]
[folio, [1029.0, 2038.0, 371.0, 36.0], 9lrBe-Nu25, 5730951]
