[1418, 1063]
[folio, [332.0, 108.0, 395.0, 18.0], shoonya_3sLGRU070XFURU, 6468323]
[paragraph, [88.0, 877.0, 889.0, 18.0], shoonya_0s5TOZX31NPHPB, 6468323]
[paragraph, [88.0, 895.0, 889.0, 18.0], shoonya_0s5TOZX31NPHPB, 6468323]
[paragraph, [88.0, 913.0, 889.0, 18.0], shoonya_0s5TOZX31NPHPB, 6468323]
[paragraph, [85.0, 948.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 966.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 984.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1002.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1020.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1038.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1056.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1074.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1092.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[paragraph, [85.0, 1110.0, 895.0, 18.0], shoonya_2sSX1X7380PVOR, 6468323]
[contact-info, [639.0, 1206.0, 339.0, 18.0], NpTIMmvuAW, 6468323]
[contact-info, [639.0, 1224.0, 339.0, 18.0], NpTIMmvuAW, 6468323]
[contact-info, [639.0, 1242.0, 339.0, 18.0], NpTIMmvuAW, 6468323]
[contact-info, [639.0, 1260.0, 339.0, 18.0], NpTIMmvuAW, 6468323]
