[1823, 1375]
[folio, [596.0, 109.0, 181.0, 36.0], shoonya_4sH6RVCA6JVAG6, 5684458]
[paragraph, [95.0, 1430.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1466.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1502.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1538.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1574.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1610.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1646.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [95.0, 1682.0, 585.0, 36.0], shoonya_1sGC4MDFFWGI8X, 5684458]
[paragraph, [700.0, 1044.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1080.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1116.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1152.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1188.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1224.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1260.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1296.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1332.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1368.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1404.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1440.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1476.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1512.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1548.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1584.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
[paragraph, [700.0, 1620.0, 571.0, 36.0], shoonya_3sKEXF9S1XKXKL, 5684458]
