[872, 605]
[section-title, [262.0, 32.0, 76.0, 30.0], dWuJfZYQIE, 6456933]
[paragraph, [302.0, 391.0, 248.0, 18.0], sR5zULXkfk, 6456933]
[paragraph, [302.0, 409.0, 248.0, 18.0], sR5zULXkfk, 6456933]
[paragraph, [63.0, 329.0, 136.0, 18.0], w1o-NG8lYB, 6456933]
[paragraph, [50.0, 345.0, 246.0, 18.0], xAWF0Ul4hV, 6456933]
[paragraph, [50.0, 363.0, 246.0, 18.0], xAWF0Ul4hV, 6456933]
[paragraph, [50.0, 381.0, 247.0, 18.0], 8Z7ZsboFbh, 6456933]
[paragraph, [50.0, 399.0, 247.0, 18.0], 8Z7ZsboFbh, 6456933]
[paragraph, [50.0, 417.0, 247.0, 18.0], 8Z7ZsboFbh, 6456933]
[paragraph, [50.0, 434.0, 249.0, 18.0], CY9ZcBmFgY, 6456933]
[paragraph, [50.0, 452.0, 249.0, 18.0], CY9ZcBmFgY, 6456933]
[paragraph, [50.0, 470.0, 249.0, 18.0], CY9ZcBmFgY, 6456933]
[paragraph, [50.0, 488.0, 249.0, 18.0], CY9ZcBmFgY, 6456933]
[paragraph, [50.0, 506.0, 249.0, 18.0], CY9ZcBmFgY, 6456933]
[paragraph, [302.0, 443.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 461.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 479.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 497.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 515.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 533.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 551.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 569.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 587.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 605.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [302.0, 623.0, 247.0, 18.0], tdL-sv_o7r, 6456933]
[paragraph, [48.0, 535.0, 210.0, 18.0], Nt2_CWYucK, 6456933]
[paragraph, [70.0, 552.0, 223.0, 18.0], QEBuNLVApo, 6456933]
[paragraph, [67.0, 566.0, 200.0, 18.0], LI9P4z4RKX, 6456933]
[paragraph, [55.0, 582.0, 244.0, 18.0], A5mvdGIVwM, 6456933]
[paragraph, [64.0, 621.0, 220.0, 18.0], -bJyETU7r6, 6456933]
[paragraph, [57.0, 637.0, 242.0, 18.0], -PoJwYfoFD, 6456933]
[paragraph, [57.0, 655.0, 242.0, 18.0], -PoJwYfoFD, 6456933]
[reference, [304.0, 655.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 673.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 691.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 709.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 727.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 745.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 763.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 781.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[reference, [304.0, 799.0, 248.0, 18.0], 0Rp00vrsuh, 6456933]
[paragraph, [55.0, 675.0, 249.0, 18.0], D3yPwBolU3, 6456933]
[paragraph, [56.0, 705.0, 246.0, 18.0], r_4H51uB-o, 6456933]
[paragraph, [56.0, 723.0, 246.0, 18.0], r_4H51uB-o, 6456933]
[paragraph, [56.0, 741.0, 246.0, 18.0], r_4H51uB-o, 6456933]
[reference, [53.0, 776.0, 250.0, 18.0], rWOS17Ocrh, 6456933]
[reference, [53.0, 794.0, 250.0, 18.0], rWOS17Ocrh, 6456933]
[reference, [53.0, 812.0, 250.0, 18.0], rWOS17Ocrh, 6456933]
