[1447, 1063]
[folio, [427.0, 54.0, 200.0, 18.0], shoonya_6sBN2QLX0RUV14, 5763135]
[paragraph, [531.0, 812.0, 435.0, 18.0], E8KW2zuR3a, 5763135]
[paragraph, [531.0, 830.0, 435.0, 18.0], E8KW2zuR3a, 5763135]
[paragraph, [531.0, 848.0, 435.0, 18.0], E8KW2zuR3a, 5763135]
[paragraph, [531.0, 866.0, 435.0, 18.0], E8KW2zuR3a, 5763135]
[website-link, [93.0, 678.0, 285.0, 18.0], 7XuPM_85cU, 5763135]
[section-title, [536.0, 911.0, 327.0, 30.0], shoonya_4s9R3P6YGAPHO7, 5763135]
[paragraph, [530.0, 965.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 983.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1001.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1019.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1037.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1055.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1073.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1091.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1109.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1127.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1145.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1163.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1181.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1199.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1217.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1235.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1253.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1271.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1289.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [530.0, 1307.0, 437.0, 18.0], shoonya_3s546Z89X30FKM, 5763135]
[paragraph, [92.0, 996.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1014.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1032.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1050.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1068.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1086.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1104.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1122.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1140.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1158.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1176.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1194.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1212.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1230.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1248.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1266.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1284.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[paragraph, [92.0, 1302.0, 435.0, 18.0], shoonya_11sIPI1J1WI9ZK, 5763135]
[website-link, [243.0, 1037.0, 208.0, 18.0], S-u9oQE-iw, 5763135]
