[792, 612]
[folio, [79.0, 37.0, 122.0, 18.0], yDBEwwrJkI, 6491032]
[paragraph, [301.0, 562.0, 257.0, 18.0], 5vtbaExtln, 6491032]
[paragraph, [301.0, 580.0, 257.0, 18.0], 5vtbaExtln, 6491032]
[paragraph, [301.0, 598.0, 257.0, 18.0], 5vtbaExtln, 6491032]
[paragraph, [301.0, 616.0, 257.0, 18.0], 5vtbaExtln, 6491032]
[paragraph, [301.0, 634.0, 257.0, 18.0], 5vtbaExtln, 6491032]
[paragraph, [41.0, 586.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 604.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 622.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 640.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 658.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 676.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [41.0, 694.0, 257.0, 18.0], 10ge616Npf, 6491032]
[paragraph, [301.0, 665.0, 256.0, 18.0], T07Kc6lOjk, 6491032]
[paragraph, [301.0, 683.0, 256.0, 18.0], T07Kc6lOjk, 6491032]
[paragraph, [301.0, 701.0, 256.0, 18.0], T07Kc6lOjk, 6491032]
